# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
10.12.2020 11:00,11,760.5,764.3,58,Wind blowing from the north,5,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,3
10.12.2020 10:00,9,761.1,765,62,Wind blowing from the north,4,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,2
10.12.2020 09:00,9,761.9,765.8,62,Wind blowing from the north,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 3000 m",10.0 and more,2
10.12.2020 08:30,7,762.7,766.6,71,Wind blowing from the north,3,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,2
09.12.2020 16:00,11,762.7,766.6,54,Wind blowing from the east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,2
09.12.2020 15:00,11,762.7,766.6,54,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,2
09.12.2020 14:00,11,762.7,766.6,50,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,1
09.12.2020 13:00,11,762.7,766.6,54,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2100 m",10.0 and more,2
09.12.2020 12:00,11,763.4,767.3,54,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,2
09.12.2020 11:00,10,764.2,768.1,58,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,2
09.12.2020 10:00,10,764.2,768.1,58,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2100 m",10.0 and more,2
09.12.2020 09:00,9,764.2,768.1,58,Wind blowing from the north,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2100 m",10.0 and more,1
09.12.2020 08:30,9,764.2,768.1,58,Wind blowing from the north,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1500 m",10.0 and more,1
08.12.2020 16:00,14,758.2,762,41,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,1
08.12.2020 15:00,15,758.2,762,39,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,1
08.12.2020 14:00,16,757.4,761.2,39,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,2
08.12.2020 13:00,17,757.4,761.2,39,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,3
08.12.2020 12:00,16,757.4,761.2,45,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,4
08.12.2020 11:00,15,758.2,762,48,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,4
08.12.2020 10:00,14,758.2,762,51,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,4
08.12.2020 09:00,11,759,762.8,67,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,5
08.12.2020 08:30,9,758.1,762,71,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,4
07.12.2020 16:00,15,759,762.8,45,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,3
07.12.2020 15:00,16,759,762.8,42,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,3
07.12.2020 14:00,16,759,762.8,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,2
07.12.2020 13:00,16,759.7,763.5,45,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,4
07.12.2020 12:00,14,760.5,764.3,55,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5
07.12.2020 11:00,12,761.2,765,63,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5
07.12.2020 10:00,10,761.9,765.8,67,variable wind direction,1,,,,No Significant Clouds,10.0 and more,4
07.12.2020 09:00,7,762.7,766.6,76,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,3
06.12.2020 16:00,12,762.8,766.6,54,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
06.12.2020 15:00,13,762.8,766.6,55,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,4
06.12.2020 14:00,14,762.8,766.6,51,Wind blowing from the east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,4
06.12.2020 13:00,13,762.8,766.6,51,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
06.12.2020 12:00,12,763.4,767.3,54,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m",10.0 and more,3
06.12.2020 11:00,9,764.2,768.1,66,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,3
06.12.2020 10:00,8,765,768.9,71,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,3
06.12.2020 09:00,7,765.7,769.6,81,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m",10.0 and more,4
06.12.2020 08:30,5,764.9,768.9,87,Wind blowing from the north,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
05.12.2020 16:00,7,763.4,767.3,93,variable wind direction,1,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,6
05.12.2020 15:00,7,763.4,767.3,93,Wind blowing from the north-northwest,2,,Mist,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 600 m",5,6
05.12.2020 14:22,7,762.7,766.6,93,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",3.5,6
05.12.2020 14:00,7,763.4,767.3,93,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",3,6
05.12.2020 13:00,7,763.4,767.3,93,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 450 m",3.2,6
05.12.2020 12:42,6,763.4,767.3,100,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",3,6
05.12.2020 12:00,6,763.4,767.3,93,Wind blowing from the north,3,,"Light rain, mist",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1050 m",4,5
05.12.2020 11:36,6,764.2,768.1,93,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1050 m",5,5
05.12.2020 11:08,6,764.2,768.1,93,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",4,5
05.12.2020 11:00,6,764.2,768.1,87,Wind blowing from the north-west,2,,"Light rain, mist",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",5,4
05.12.2020 10:00,5,764.9,768.9,93,Wind blowing from the north-northwest,2,,Light rain,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",7,4
05.12.2020 09:00,5,764.9,768.9,87,Wind blowing from the north-northwest,3,,Light rain,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",7,3
05.12.2020 08:30,5,765.6,769.6,81,Wind blowing from the north-northwest,2,,Light rain,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,2
04.12.2020 16:00,12,762.8,766.6,35,Wind blowing from the north-northeast,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-3
04.12.2020 15:00,13,762,765.8,36,Wind blowing from the north,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-2
04.12.2020 14:00,14,762,765.8,36,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-1
04.12.2020 13:00,13,762,765.8,38,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-1
04.12.2020 12:00,13,762,765.8,38,Wind blowing from the north-northeast,6,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,-1
04.12.2020 11:00,12,762,765.8,44,Wind blowing from the north,6,,,,Few clouds (10-30%) 900 m,10.0 and more,0
04.12.2020 10:00,11,762.7,766.6,50,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2400 m",10.0 and more,1
04.12.2020 09:00,8,762.7,766.6,57,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,0
03.12.2020 16:00,10,756.7,760.5,76,Wind blowing from the north,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,6
03.12.2020 15:00,10,756.7,760.5,82,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 750 m",10.0 and more,7
03.12.2020 14:00,10,756.7,760.5,82,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,7
03.12.2020 13:00,9,756.6,760.5,82,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 750 m",8,6
03.12.2020 12:00,9,757.3,761.2,82,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m",8,6
03.12.2020 11:00,8,758.1,762,87,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m",8,6
03.12.2020 10:00,8,758.9,762.8,87,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",8,6
03.12.2020 09:00,8,759.6,763.5,87,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",8,6
03.12.2020 08:30,8,760.4,764.3,82,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m",8,5
02.12.2020 16:00,8,764.2,768.1,87,Wind blowing from the east,2,,Light rain,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,6
02.12.2020 15:00,9,764.2,768.1,82,Wind blowing from the east-northeast,2,,Light rain,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1500 m",6,6
02.12.2020 14:00,10,764.2,768.1,67,variable wind direction,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,4
02.12.2020 13:00,10,765,768.9,67,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,4
02.12.2020 12:00,10,765,768.9,58,Wind blowing from the north,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,2
02.12.2020 11:00,9,766.5,770.4,62,Wind blowing from the north,4,,Light rain,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1350 m",10.0 and more,2
02.12.2020 10:00,8,767.2,771.1,66,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1350 m",10.0 and more,2
02.12.2020 09:00,8,767.2,771.1,71,Wind blowing from the north-northwest,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,3
02.12.2020 08:30,8,767.2,771.1,71,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,3
01.12.2020 16:00,14,765.1,768.9,41,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,1
01.12.2020 15:00,14,765.1,768.9,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1
01.12.2020 14:00,14,765.1,768.9,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,1
01.12.2020 13:00,14,765.8,769.6,44,variable wind direction,2,,,,No Significant Clouds,10.0 and more,2
01.12.2020 12:00,13,765.8,769.6,47,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,2
01.12.2020 11:00,13,766.5,770.4,51,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,3
01.12.2020 10:00,11,767.2,771.1,54,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,2
01.12.2020 09:00,8,767.2,771.1,66,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,2
01.12.2020 08:30,7,768,771.9,71,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,2
30.11.2020 16:00,14,762.8,766.6,41,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,1
30.11.2020 15:00,14,762.8,766.6,41,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,1
30.11.2020 14:00,15,762,765.8,39,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,1
30.11.2020 13:00,14,762,765.8,44,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,2
30.11.2020 12:00,14,762.8,766.6,48,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,3
30.11.2020 11:00,12,763.4,767.3,58,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,4
30.11.2020 10:00,10,763.4,767.3,62,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,3
30.11.2020 09:00,7,764.2,768.1,81,"Calm, no wind",0,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,4
30.11.2020 08:30,5,763.4,767.3,87,Wind blowing from the north-northwest,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,3
29.11.2020 16:00,12,762,765.8,47,Wind blowing from the north-northwest,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,1
29.11.2020 15:00,12,761.2,765,41,Wind blowing from the west-northwest,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,-1
29.11.2020 14:00,12,761.2,765,44,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,0
29.11.2020 13:00,12,761.2,765,41,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,-1
29.11.2020 12:00,12,762,765.8,44,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m, broken clouds (60-90%) 4500 m",10.0 and more,0
29.11.2020 11:00,11,762.7,766.6,44,Wind blowing from the east,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 4500 m",10.0 and more,-1
29.11.2020 10:00,10,763.4,767.3,47,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,-1
29.11.2020 09:00,10,763.4,767.3,47,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,-1
29.11.2020 08:30,9,763.4,767.3,54,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2400 m, broken clouds (60-90%)",10.0 and more,0
28.11.2020 16:00,13,756.7,760.5,38,Wind blowing from the north,7,12,,,Few clouds (10-30%) 1200 m,10.0 and more,-1
28.11.2020 15:00,14,755.9,759.7,36,Wind blowing from the north,8,,,,Few clouds (10-30%) 1200 m,10.0 and more,-1
28.11.2020 14:00,16,755.2,759,34,Wind blowing from the north,8,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,0
28.11.2020 13:00,17,754.5,758.2,32,Wind blowing from the north,8,13,,,Few clouds (10-30%) 900 m,10.0 and more,0
28.11.2020 12:00,17,754.5,758.2,32,Wind blowing from the north-northwest,7,,,,Few clouds (10-30%) 900 m,10.0 and more,0
28.11.2020 11:00,16,754.4,758.2,36,Wind blowing from the north-northwest,8,,,,Few clouds (10-30%) 900 m,10.0 and more,1
28.11.2020 10:00,16,754.4,758.2,36,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 900 m,10.0 and more,1
28.11.2020 09:00,14,754.4,758.2,55,Wind blowing from the north,3,,,,Few clouds (10-30%) 600 m,10.0 and more,5
27.11.2020 16:00,12,759.7,763.5,72,Wind blowing from the east,3,,,,"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1050 m",10.0 and more,7
27.11.2020 15:00,12,759.7,763.5,72,Wind blowing from the east-northeast,3,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1050 m",10.0 and more,7
27.11.2020 14:00,13,759.7,763.5,67,Wind blowing from the east,2,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,7
27.11.2020 13:00,13,759.7,763.5,67,Wind blowing from the north-east,3,,,,"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,7
27.11.2020 12:00,13,760.5,764.3,67,Wind blowing from the north-east,3,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,7
27.11.2020 11:00,13,762,765.8,67,Wind blowing from the north-east,2,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,7
27.11.2020 10:00,13,762,765.8,67,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 4500 m",10.0 and more,7
27.11.2020 09:00,12,762.8,766.6,72,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m",10.0 and more,7
27.11.2020 08:30,12,762.8,766.6,72,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,7
26.11.2020 16:00,17,760.5,764.3,56,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 900 m,10.0 and more,8
26.11.2020 15:00,18,759.7,763.5,46,Wind blowing from the south-southeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,6
26.11.2020 14:00,19,760.6,764.3,46,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,7
26.11.2020 13:00,18,760.5,764.3,49,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,7
26.11.2020 12:00,17,761.2,765,56,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,8
26.11.2020 11:00,16,762,765.8,59,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,8
26.11.2020 10:00,14,762,765.8,77,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%)",10.0 and more,10
26.11.2020 09:00,11,762.7,766.6,82,variable wind direction,1,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%)",10.0 and more,8
25.11.2020 16:00,12,761.2,765,88,Wind blowing from the north-northeast,2,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,10
25.11.2020 15:00,13,761.2,765,82,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,10
25.11.2020 14:00,12,761.2,765,88,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",6,10
25.11.2020 13:00,11,761.1,765,94,Wind blowing from the north-northeast,3,,Mist,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",5,10
25.11.2020 12:00,11,761.9,765.8,94,Wind blowing from the north,3,,"Light rain, mist",,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",5,10
25.11.2020 11:18,10,762.7,766.6,94,Wind blowing from the north-northwest,3,,Mist,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 900 m",5,9
25.11.2020 11:00,10,763.4,767.3,94,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 900 m",3.5,9
25.11.2020 10:36,10,763.4,767.3,94,Wind blowing from the north-northwest,3,,Mist,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 900 m",5,9
25.11.2020 10:00,10,764.2,768.1,94,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 900 m",4,9
25.11.2020 09:44,9,763.4,767.3,100,Wind blowing from the north,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 900 m",4,9
25.11.2020 09:30,9,764.2,768.1,100,Wind blowing from the north,4,,"Rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 750 m",4,9
25.11.2020 09:17,9,764.2,768.1,94,Wind blowing from the north-northwest,3,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 750 m",5,8
25.11.2020 09:00,9,764.2,768.1,100,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 750 m",4,9
