# Weather station Washington / Ronald Reagan (airport), USA, WMO_ID=72405,selection from 01.01.2020 till 01.01.2021, all days,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Washington / Ronald Reagan (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.12.2020 19:00,11.7,759.1,760.7,0.3,77,Wind blowing from the south,5,,,20�30%., ,,,4.4,17.2,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
12.12.2020 16:00,16.7,758.8,760.3,-1.3,56,Wind blowing from the south,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
12.12.2020 13:00,13.9,760.1,761.8,-2,72,Wind blowing from the south,6,,,70 � 80%., ,,,6.1,14.4,,,300-600,,,16,8.9,,,,,,
12.12.2020 10:00,10.6,762.1,763.8,-0.8,92,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,100-200,,,14,9.4,,,,,,
12.12.2020 07:00,6.1,762.9,764.4,0,93,"Calm, no wind",0,,,100%., ,,,4.4,16.1,,,100-200,,,12,5,,,,,,
12.12.2020 04:00,5,762.9,764.5,-0.2,93,"Calm, no wind",0,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,11,3.9,,,,,,
12.12.2020 01:00,5.6,763.1,764.7,-0.5,89,"Calm, no wind",0,,,70 � 80%., ,,,1.7,12.8,,,"2500 or more, or no clouds.",,,12,3.9,,,,,,
11.12.2020 22:00,7.8,763.6,765.3,-0.3,79,"Calm, no wind",0,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.12.2020 19:00,12.2,763.9,765.4,0.8,59,Wind blowing from the west-southwest,2,,,70 � 80%., ,,,1.7,16.1,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.12.2020 16:00,14.4,763.1,764.7,-0.8,51,Wind blowing from the south,5,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.12.2020 13:00,15,763.9,765.4,-2.3,49,Wind blowing from the south-southwest,6,9,,50%., ,,,2.8,15,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.12.2020 10:00,8.9,766.2,767.7,0.5,77,Wind blowing from the south-southwest,4,,,no clouds, ,,,,,,,,,,16,5,,,,,,
11.12.2020 07:00,3.3,765.7,767.2,0.3,89,Wind blowing from the south-southwest,2,,,20�30%., ,,,1.7,10.6,,,"2500 or more, or no clouds.",,,14,1.7,,,,,,
11.12.2020 04:00,2.8,765.4,767,-0.5,93,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,12,1.7,,,,,,
11.12.2020 01:00,3.3,765.9,767.5,-0.3,89,"Calm, no wind",0,,,no clouds,Mist. ,,,0,7.8,,,,,,4.8,1.7,,,,,,
10.12.2020 22:00,5.6,766.2,767.7,0.5,79,"Calm, no wind",0,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,11,2.2,,,,,,
10.12.2020 19:00,7.8,765.7,767.3,1.1,68,"Calm, no wind",0,,,no clouds, ,,,0,10.6,,,,,,16,2.2,,,,,,
10.12.2020 16:00,9.4,764.6,766.3,0,61,Wind blowing from the south,3,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,14,2.2,,,,,,
10.12.2020 13:00,10,764.6,766.2,-0.5,54,Wind blowing from the east-southeast,2,,,no clouds, ,,,0,10,,,,,,12,1.1,,,,,,
10.12.2020 10:00,4.4,765.1,766.8,1.7,73,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,12,0,,,,,,
10.12.2020 07:00,0,763.4,764.9,2.3,85,"Calm, no wind",0,,,no clouds, ,,,0,7.2,,,,,,16,-2.2,,,,,,
10.12.2020 04:00,0,761.1,762.7,1.5,85,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,16,-2.2,,,,,,
10.12.2020 01:00,0.6,759.6,761.1,0.8,85,Wind blowing from the south-southwest,3,,,no clouds, ,,,-1,4.4,,,,,,16,-1.7,,,,,,
09.12.2020 22:00,2.8,758.8,760.3,1.5,73,"Calm, no wind",0,,,50%., ,,,,,,,1500-2000,,,16,-1.7,,,,,,
09.12.2020 19:00,3.9,757.3,758.8,2.1,67,"Calm, no wind",0,,,50%., ,,,-1,7.2,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
09.12.2020 16:00,6.7,755.2,756.9,-0.9,49,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
09.12.2020 13:00,5,756.1,757.7,-2.7,55,Wind blowing from the south,3,,,100%., ,,,-0.6,5.6,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
09.12.2020 10:00,2.8,758.8,760.3,-1,62,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
09.12.2020 07:00,-0.6,759.8,761.3,0.7,69,Wind blowing from the south-southwest,2,,,100%., ,,,-1.1,8.3,,,"2500 or more, or no clouds.",,,16,-5.6,,,,,,
09.12.2020 04:00,0,759.1,760.6,-1.2,64,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
09.12.2020 01:00,1.1,760.3,761.9,0,56,Wind blowing from the west-northwest,3,,,no clouds, ,,,0.6,3.9,,,,,,16,-6.7,,,,,,
08.12.2020 22:00,2.2,760.3,761.9,0.7,52,Wind blowing from the north-west,4,9,,no clouds, ,,,,,,,,,,16,-6.7,,,,,,
08.12.2020 19:00,3.9,759.6,761.2,1.5,50,Wind blowing from the north-west,6,11,,no clouds, ,,,0.6,8.3,,,,,,16,-5.6,,,,,,
08.12.2020 16:00,7.2,758.1,759.6,0.5,40,Wind blowing from the west-northwest,8,13,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5.6,,,,,,
08.12.2020 13:00,7.2,757.6,759.2,-0.7,39,Wind blowing from the north-west,8,12,,20�30%., ,,,1.7,7.2,,,1000-1500,,,16,-6.1,,,,,,
08.12.2020 10:00,4.4,758.3,759.8,1.5,47,Wind blowing from the north-west,6,12,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
08.12.2020 07:00,1.7,756.8,758.4,1.3,57,Wind blowing from the north-west,6,9,,50%., ,,,,,,,2000-2500,,,16,-6.1,,,,,,
08.12.2020 04:00,1.1,755.5,757.1,,54,Wind blowing from the north-west,6,,,no clouds, ,,,,,,,,,,16,-7.2,,,,,,
07.12.2020 22:00,1.7,756.1,757.7,0.3,52,Wind blowing from the north-west,4,,,50%., ,,,,,,,1000-1500,,,16,-7.2,,,,,,
07.12.2020 19:00,2.2,755.8,757.3,0.8,57,Wind blowing from the north-west,5,,,50%., ,,,0,5.6,,,1500-2000,,,16,-5.6,,,,,,
07.12.2020 16:00,4.4,755,756.6,-0.5,47,Wind blowing from the north-west,6,9,,50%., ,,,,,,,1000-1500,,,16,-6.1,,,,,,
07.12.2020 13:00,4.4,755.5,757.1,-2.6,55,Wind blowing from the north,3,,,50%., ,,,1.1,5,,,1000-1500,,,16,-3.9,,,,,,
07.12.2020 10:00,2.2,758.1,759.5,0,57,Wind blowing from the north,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,-5.6,,,,,,
07.12.2020 07:00,1.1,758.1,759.5,0,67,Wind blowing from the north-northwest,4,,,100%., ,,,0,,,,1500-2000,,,16,-4.4,,,,,,
07.12.2020 04:00,0.6,758.1,759.7,-1,66,Wind blowing from the north-northwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
07.12.2020 01:00,1.1,759.1,760.6,-0.5,64,Wind blowing from the north-northwest,3,,,100%., ,,,1.1,6.1,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
06.12.2020 22:00,1.7,759.6,761.2,-0.2,61,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,16,-5,,,,,,
06.12.2020 19:00,3.9,759.8,761.3,1.3,53,Wind blowing from the north-northwest,5,,,no clouds, ,,,3.9,8.9,,,,,,16,-5,,,,,,
06.12.2020 16:00,6.7,758.5,760.3,-0.6,45,Wind blowing from the west-northwest,5,,,20�30%., ,,,,,,,1500-2000,,,16,-4.4,Trace of precipitation,3,,,,
06.12.2020 13:00,7.2,759.1,760.6,-1.5,46,Wind blowing from the north-west,7,9,,20�30%., ,,,3.9,7.2,,,1000-1500,,,16,-3.9,,,,,,
06.12.2020 10:00,5,760.6,762.2,0.8,49,Wind blowing from the north-west,7,11,,70 � 80%., ,,,,,,,1000-1500,,,16,-5,,,,,,
06.12.2020 07:00,3.9,759.8,761.3,-0.3,55,Wind blowing from the north-northwest,6,,,70 � 80%., ,,,3.9,9.4,,,1000-1500,,,16,-4.4,,,,,,
06.12.2020 04:00,5,760.1,761.5,0.3,51,Wind blowing from the north-west,7,12,,100%., ,,,,,,,1000-1500,,,16,-4.4,,,,,,
06.12.2020 01:00,6.1,759.8,761.3,0.2,53,Wind blowing from the north-west,7,11,,100%., ,,,6.1,8.9,,,1500-2000,,,16,-2.8,,,,,,
05.12.2020 22:00,6.7,759.6,761.2,0.3,51,Wind blowing from the north-west,6,,,100%., ,,,,,,,1500-2000,,,16,-2.8,,,,,,
05.12.2020 19:00,7.2,759.3,760.9,1.5,54,Wind blowing from the north-west,6,9,,100%., ,,,7.2,9.4,,,1500-2000,,,16,-1.7,,,,,,
05.12.2020 16:00,7.8,757.8,759.4,1,44,Wind blowing from the north-northwest,9,16,,70 � 80%., ,,,,,,,1500-2000,,,16,-3.9,,,,,,
05.12.2020 13:00,8.9,756.8,758.5,0,50,Wind blowing from the north-west,8,14,,70 � 80%., ,,,7.2,9.4,,,1000-1500,,,16,-1.1,,,,,,
05.12.2020 10:00,8.9,756.8,758.3,1.8,66,Wind blowing from the north-west,8,15,,50%., ,,,,,,,600-1000,,,16,2.8,,,,,,
05.12.2020 07:00,7.8,755,756.5,1,86,Wind blowing from the north-west,8,12,,100%., ,,,7.8,11.7,,,300-600,,,16,5.6,20,6,,,,
05.12.2020 04:00,8.3,754,755.5,-0.5,93,Wind blowing from the north-northwest,5,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,300-600,,,8,7.2,14,3,,,,
05.12.2020 01:00,8.3,754.5,756.2,-3.8,97,Wind blowing from the north-northeast,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,8.3,9.4,,,200-300,,,8,7.8,12,6,,,,
04.12.2020 22:00,8.3,758.3,760,-1.3,93,Wind blowing from the north-northwest,3,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,1000-1500,,,8,7.2,3,3,,,,
04.12.2020 19:00,10,759.6,761.2,-0.7,68,Wind blowing from the north-northeast,2,,,100%., ,,,8.9,11.7,,,2000-2500,,,16,4.4,Trace of precipitation,6,,,,
04.12.2020 16:00,11.7,760.3,762,-1.3,48,,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
04.12.2020 13:00,11.7,761.6,763.3,-1.3,48,,2,,,100%., ,,,8.3,11.7,,,1000-1500,,,16,1.1,Trace of precipitation,6,,,,
04.12.2020 10:00,10,762.9,764.5,0.3,59,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,Trace of precipitation,3,,,,
04.12.2020 07:00,8.9,762.6,764.3,-0.3,52,Wind blowing from the south,3,,,100%., ,,,8.3,12.2,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
04.12.2020 04:00,9.4,762.9,764.5,-1.5,52,Wind blowing from the south,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
04.12.2020 01:00,8.9,764.4,766.1,-1,50,Wind blowing from the south,2,,,100%., ,,,,10,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
03.12.2020 22:00,8.3,765.4,767,-0.5,61,Wind blowing from the south,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
03.12.2020 19:00,10,765.9,767.5,-0.3,43,"Calm, no wind",0,,,100%., ,,,0,12.2,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
03.12.2020 16:00,11.7,766.2,767.7,-0.7,32,Wind blowing from the south-southwest,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
03.12.2020 13:00,10,766.9,768.5,-1.8,48,Wind blowing from the south-southeast,4,,,70 � 80%., ,,,-0.6,10,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
03.12.2020 10:00,5.6,768.7,770.2,0.5,65,Wind blowing from the south-southeast,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
03.12.2020 07:00,0.6,768.2,769.6,0.5,72,"Calm, no wind",0,,,50%., ,,,0,10,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
03.12.2020 04:00,1.7,767.7,769.2,0.5,61,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,-5,,,,,,
03.12.2020 01:00,3.9,767.2,768.8,0.5,46,"Calm, no wind",0,,,no clouds, ,,,2.2,7.2,,,,,,16,-6.7,,,,,,
02.12.2020 22:00,5,766.7,768.2,0.5,39,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,16,-7.8,,,,,,
02.12.2020 19:00,6.7,766.2,767.7,1.8,35,Wind blowing from the west,6,,,no clouds, ,,,2.2,10,,,,,,16,-7.8,,,,,,
02.12.2020 16:00,9.4,764.4,766.1,1.3,31,Wind blowing from the west-northwest,6,10,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
02.12.2020 13:00,8.3,763.1,764.6,0,42,Wind blowing from the west-northwest,7,12,,20�30%., ,,,2.8,8.3,,,1500-2000,,,16,-3.9,,,,,,
02.12.2020 10:00,5.6,763.1,764.8,2,53,Wind blowing from the west,5,,,70 � 80%., ,,,,,,,1000-1500,,,16,-3.3,,,,,,
02.12.2020 07:00,3.9,761.1,762.7,1.3,57,Wind blowing from the south-southwest,4,,,70 � 80%., ,,,2.2,9.4,,,1000-1500,,,16,-3.9,,,,,,
02.12.2020 04:00,2.2,759.8,761.5,0.5,64,Wind blowing from the south-west,3,,,70 � 80%., ,,,,,,,1500-2000,,,16,-3.9,,,,,,
02.12.2020 01:00,5,759.3,760.9,0.8,45,Wind blowing from the west,5,,,70 � 80%., ,,,5,9.4,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
01.12.2020 22:00,5,758.5,760.1,1.2,45,Wind blowing from the west-northwest,4,8,,100%., ,,,,,,,1500-2000,,,16,-6.1,,,,,,
01.12.2020 19:00,6.1,757.3,758.8,2.5,45,Wind blowing from the west-southwest,7,10,,100%., ,,,5.6,,,,1500-2000,,,16,-5,,,,,,
01.12.2020 16:00,7.2,754.8,756.4,,42,Wind blowing from the west,4,,,100%., ,,,,,,,1000-1500,,,16,-5,,,,,,
01.12.2020 10:00,6.1,752.5,754.1,1.8,71,Wind blowing from the south-west,5,,,70 � 80%., ,,,,,,,1500-2000,,,16,1.1,0.3,3,,,,
01.12.2020 07:00,5.6,750.7,752.3,1.8,73,Wind blowing from the west,6,11,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,5.6,18.3,,,600-1000,,,16,1.1,0.3,6,,,,
01.12.2020 04:00,8.3,748.9,750.5,0.3,61,Wind blowing from the north-west,2,,,70 � 80%., ,,,,,,,1000-1500,,,16,1.1,,,,,,
01.12.2020 01:00,9.4,748.6,750.1,0.2,61,Wind blowing from the north-west,4,,,100%., ,,,8.3,17.8,,,1000-1500,,,16,2.2,,,,,,
30.11.2020 22:00,11.1,748.4,749.9,2.2,61,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,600-1000,,,16,3.9,,,,,,
30.11.2020 19:00,14.4,746.2,747.8,2.6,81,Wind blowing from the west,3,,,100%., ,,,13.3,18.3,,,600-1000,,,16,11.1,2,6,,,,
30.11.2020 16:00,17.8,743.6,745.3,-0.2,81,Wind blowing from the south-west,4,,,100%., ,,,,,,,300-600,,,16,14.4,2,3,,,,
30.11.2020 13:00,16.7,743.8,745.5,-3.1,93,Wind blowing from the south-southeast,3,,,100%., ,,,11.1,17.8,,,1500-2000,,,16,15.6,44,6,,,,
30.11.2020 10:00,16.1,746.9,748.4,-2.8,93,Wind blowing from the south,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,4.8,15,15,3,,,,
30.11.2020 07:00,13.3,749.7,751.3,-5.8,93,Wind blowing from the north-east,3,,,100%.,"Rain, not freezing, continuous, heavy at time of observation. ",,,10,14.4,,,200-300,,,3.2,12.2,14,6,,,,
30.11.2020 04:00,11.1,755.5,757,-3.8,89,Wind blowing from the east,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1000-1500,,,9,9.4,3,3,,,,
30.11.2020 01:00,11.7,759.3,761,-2.5,77,Wind blowing from the east-southeast,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,12.2,,,1000-1500,,,12,7.8,0.3,6,,,,
29.11.2020 22:00,10,761.8,763.4,-0.6,77,Wind blowing from the south,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.1,,,,,,
29.11.2020 19:00,11.1,762.4,764.1,-0.7,55,,2,,,100%., ,,,2.8,14.4,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
29.11.2020 16:00,12.8,763.1,764.8,-1.3,53,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
29.11.2020 13:00,12.8,764.4,765.9,-1.8,42,Wind blowing from the south-southeast,2,,,20�30%., ,,,2.8,12.8,,,"2500 or more, or no clouds.",,,16,0,,,,,,
29.11.2020 10:00,8.9,766.2,767.8,0.3,56,"Calm, no wind",0,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
29.11.2020 07:00,3.3,765.9,767.4,1,73,Wind blowing from the south-west,2,,,no clouds, ,,,2.8,16.1,,,,,,16,-1.1,,,,,,
29.11.2020 04:00,5,764.9,766.4,0,67,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,-0.6,,,,,,
29.11.2020 01:00,7.2,764.9,766.5,0.5,58,Wind blowing from the north,2,,,no clouds, ,,,7.2,11.7,,,,,,16,-0.6,,,,,,
28.11.2020 22:00,9.4,764.4,765.9,1.3,41,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,16,-3.3,,,,,,
28.11.2020 19:00,11.7,763.1,764.8,1.3,40,Wind blowing from the north-northwest,4,,,no clouds, ,,,7.8,16.1,,,,,,16,-1.7,,,,,,
28.11.2020 16:00,15,761.8,763.6,0,36,Wind blowing from the north-west,5,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
28.11.2020 13:00,15,761.8,763.5,-0.6,44,Wind blowing from the west-northwest,7,13,,20�30%., ,,,7.8,16.1,,,1500-2000,,,16,2.8,,,,,,
28.11.2020 10:00,12.8,762.4,763.9,1.3,64,,2,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.1,,,,,,
28.11.2020 07:00,7.8,761.1,762.8,0.5,89,"Calm, no wind",0,,,20�30%., ,,,7.8,16.1,,,"2500 or more, or no clouds.",,,16,6.1,,,,,,
28.11.2020 04:00,10,760.6,762.3,-0.3,86,"Calm, no wind",0,,,100%., ,,,,,,,1500-2000,,,16,7.8,,,,,,
28.11.2020 01:00,11.1,760.9,762.4,0,83,"Calm, no wind",0,,,50%., ,,,10.6,13.9,,,1500-2000,,,16,8.3,,,,,,
27.11.2020 22:00,13.9,760.9,762.4,-0.2,64,"Calm, no wind",0,,,70 � 80%., ,,,,,,,1500-2000,,,16,7.2,,,,,,
27.11.2020 19:00,13.9,761.1,762.7,0.5,69,Wind blowing from the north-northeast,2,,,100%., ,,,11.1,16.1,,,1500-2000,,,16,8.3,,,,,,
27.11.2020 16:00,15.6,760.6,762.1,-1.2,62,Wind blowing from the north-northeast,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,8.3,,,,,,
27.11.2020 13:00,16.1,761.8,763.6,-1.8,60,"Calm, no wind",0,,,100%., ,,,11.7,16.1,,,1000-1500,,,16,8.3,,,,,,
27.11.2020 10:00,13.3,763.6,765.2,0.5,75,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1000-1500,,,16,8.9,,,,,,
27.11.2020 07:00,12.8,763.1,764.8,0.5,69,"Calm, no wind",0,,,100%., ,,,,,,,1000-1500,,,16,7.2,,,,,,
27.11.2020 04:00,11.7,762.6,764.3,,80,Wind blowing from the north,2,,,100%., ,,,,,,,1000-1500,,,16,8.3,,,,,,
26.11.2020 22:00,12.8,762.6,764.3,0.8,67,Wind blowing from the north,2,,,20�30%., ,,,,,,,1000-1500,,,16,6.7,,,,,,
26.11.2020 19:00,14.4,761.8,763.6,,65,Wind blowing from the north,4,,,20�30%., ,,,11.7,19.4,,,1500-2000,,,16,7.8,,,,,,
26.11.2020 13:00,18.9,760.3,761.9,-1.1,70,Wind blowing from the east-northeast,2,,,20�30%., ,,,11.7,19.4,,,600-1000,,,16,13.3,,,,,,
26.11.2020 10:00,17.2,761.4,762.9,1.1,84,Wind blowing from the west,3,,,100%., ,,,,,,,300-600,,,16,14.4,,,,,,
26.11.2020 07:00,15,760.3,762.1,-0.8,90,Wind blowing from the south-west,4,,,70 � 80%., ,,,11.1,15,,,300-600,,,16,13.3,0.8,6,,,,
26.11.2020 04:00,12.2,761.1,762.7,-1.8,97,Wind blowing from the south-southeast,2,,,100%., ,,,,,,,600-1000,,,16,11.7,0.8,3,,,,
26.11.2020 01:00,12.2,762.9,764.4,-1,90,Wind blowing from the south-southwest,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,12.2,,,1000-1500,,,14,10.6,0.3,6,,,,
25.11.2020 22:00,11.7,763.9,765.5,-1.8,77,"Calm, no wind",0,,,50%., ,,,,,,,1000-1500,,,16,7.8,,,,,,
25.11.2020 19:00,11.7,765.7,767.2,0,77,Wind blowing from the south,3,,,100%., ,,,7.2,13.9,,,1500-2000,,,16,7.8,,,,,,
25.11.2020 16:00,12.8,765.7,767.3,-1.5,69,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,1500-2000,,,16,7.2,,,,,,
25.11.2020 13:00,12.8,767.2,768.7,-1.5,53,Wind blowing from the south,6,,,100%., ,,,6.7,13.3,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
25.11.2020 10:00,10.6,768.7,770.3,-0.5,61,Wind blowing from the south-southwest,8,11,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
25.11.2020 07:00,7.2,769.2,770.9,0.2,71,Wind blowing from the south-southwest,5,,,100%., ,,,7.2,11.1,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
25.11.2020 04:00,7.2,769,770.6,-0.5,74,Wind blowing from the south,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
25.11.2020 01:00,7.8,769.5,771.1,-0.7,71,Wind blowing from the south,5,,,100%., ,,,3.3,8.9,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
24.11.2020 22:00,8.3,770.2,771.7,0,56,Wind blowing from the south-southeast,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
24.11.2020 19:00,8.9,770.2,771.7,0.7,52,Wind blowing from the south-east,2,,,100%., ,,,3.3,11.1,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
24.11.2020 16:00,10,769.5,771.2,-0.7,41,Wind blowing from the south,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
24.11.2020 13:00,11.1,770.2,771.7,-1,35,"Calm, no wind",0,,,20�30%., ,,,3.9,11.1,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
24.11.2020 10:00,8.3,771.2,772.8,1.3,50,Wind blowing from the north-northwest,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
24.11.2020 07:00,3.9,769.9,771.6,1.2,65,Wind blowing from the north-northwest,3,,,20�30%., ,,,3.3,15,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
24.11.2020 04:00,6.1,768.7,770.2,0.8,53,Wind blowing from the west-northwest,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
24.11.2020 01:00,6.7,767.9,769.6,0.4,49,Wind blowing from the west-northwest,4,,,50%., ,,,6.7,15,,,1500-2000,,,16,-3.3,,,,,,
23.11.2020 22:00,7.8,767.5,769,0.6,47,Wind blowing from the north-west,5,,,70 � 80%., ,,,,,,,1500-2000,,,16,-2.8,,,,,,
23.11.2020 19:00,8.9,766.9,768.4,2,46,Wind blowing from the north-northwest,6,,,100%., ,,,8.3,12.8,,,1500-2000,,,16,-2.2,,,,,,
23.11.2020 16:00,10,764.9,766.4,1.5,43,Wind blowing from the north-west,10,15,,50%., ,,,,,,,1000-1500,,,16,-2.2,,,,,,
23.11.2020 13:00,11.1,763.4,764.9,-0.2,43,Wind blowing from the north-west,8,12,,20�30%., ,,,10,15,,,1000-1500,,,16,-1.1,,,,,,
23.11.2020 10:00,10,763.6,765.4,3.5,52,Wind blowing from the north-west,10,16,,20�30%., ,,,,,,,1000-1500,,,16,0.6,,,,,,
23.11.2020 07:00,12.8,760.1,761.8,0.8,74,Wind blowing from the north-west,9,15,,100%., ,,,12.2,15,,,600-1000,,,16,8.3,0.5,6,,,,
23.11.2020 04:00,13.3,759.3,760.9,-1,97,Wind blowing from the south-southwest,2,,,100%., ,,,,,,,300-600,,,11,12.8,0.5,3,,,,
23.11.2020 01:00,13.9,760.3,762,-2.1,90,Wind blowing from the south,4,,,100%., ,,,,14.4,,,600-1000,,,16,12.2,Trace of precipitation,6,,,,
22.11.2020 22:00,13.9,762.4,764.1,-1.8,78,"Calm, no wind",0,,,100%., ,,,,,,,300-600,,,16,10,,,,,,
22.11.2020 19:00,13.3,764.2,765.9,-0.9,75,Wind blowing from the north-east,4,,,100%., ,,,10.6,15,,,600-1000,,,16,8.9,,,,,,
22.11.2020 16:00,14.4,765.1,766.7,-2.4,72,Wind blowing from the east,4,,,100%., ,,,,,,,600-1000,,,16,9.4,,,,,,
22.11.2020 13:00,13.9,767.5,769,-2.7,67,Wind blowing from the east,4,,,100%., ,,,10.6,14.4,,,1500-2000,,,16,7.8,,,,,,
22.11.2020 10:00,12.2,770.2,771.8,0,64,Wind blowing from the east,3,,,70 � 80%., ,,,,,,,1500-2000,,,16,5.6,,,,,,
22.11.2020 07:00,11.1,770.2,771.7,0.3,64,Wind blowing from the north-east,4,,,100%., ,,,10.6,17.8,,,1500-2000,,,16,4.4,,,,,,
22.11.2020 04:00,12.2,769.9,771.7,-0.3,67,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,1500-2000,,,16,6.1,,,,,,
22.11.2020 01:00,11.7,770.2,771.9,0,64,Wind blowing from the north-east,3,,,100%., ,,,7.2,16.1,,,1500-2000,,,16,5,,,,,,
21.11.2020 22:00,14.4,770.2,772,0.3,67,Wind blowing from the north-east,4,,,100%., ,,,,,,,1500-2000,,,16,8.3,,,,,,
